,urls,proc_pid,udp,tcp,hosts,requests,domains,proc,file_created,dll_loaded,regkey_opened,command_line,regkey_read,regkey_written
4277,18,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,2427,-1
4278,347,-1,-1,-1,-1,-1,-1,-1,438,-1,-1,-1,2653,-1
4279,69,-1,-1,-1,-1,-1,-1,-1,1407,-1,-1,-1,227,-1
4280,326,-1,-1,-1,-1,-1,-1,-1,1352,-1,-1,-1,2979,-1
4281,353,-1,-1,-1,-1,-1,-1,-1,59,-1,-1,-1,940,-1
4282,320,-1,-1,-1,-1,-1,-1,-1,1271,-1,-1,-1,2204,-1
4283,259,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,221,-1
4284,474,-1,-1,-1,-1,-1,-1,-1,423,-1,-1,-1,1867,-1
4285,425,-1,-1,-1,-1,-1,-1,-1,118,-1,-1,-1,1996,-1
4286,462,-1,-1,-1,-1,-1,-1,-1,652,-1,-1,-1,1343,-1
4287,382,-1,-1,-1,-1,-1,-1,-1,1111,-1,-1,-1,1578,-1
4288,460,-1,-1,-1,-1,-1,-1,-1,641,-1,-1,-1,1427,-1
4289,490,-1,-1,-1,-1,-1,-1,-1,1491,-1,-1,-1,2348,-1
4290,341,-1,-1,-1,-1,-1,-1,-1,201,-1,-1,-1,1093,-1
4291,135,-1,-1,-1,-1,-1,-1,-1,278,-1,-1,-1,3009,-1
4292,413,-1,-1,-1,-1,-1,-1,-1,1087,-1,-1,-1,2237,-1
4293,312,-1,-1,-1,-1,-1,-1,-1,583,-1,-1,-1,2037,-1
4294,373,-1,-1,-1,-1,-1,-1,-1,202,-1,-1,-1,1566,-1
4295,293,-1,-1,-1,-1,-1,-1,-1,1178,-1,-1,-1,2334,-1
4296,263,-1,-1,-1,-1,-1,-1,-1,676,-1,-1,-1,1468,-1
4297,90,-1,-1,-1,-1,-1,-1,-1,272,-1,-1,-1,141,-1
4298,398,-1,-1,-1,-1,-1,-1,-1,1199,-1,-1,-1,344,-1
4299,209,-1,-1,-1,-1,-1,-1,-1,263,-1,-1,-1,2819,-1
4300,204,-1,-1,-1,-1,-1,-1,-1,1061,-1,-1,-1,1672,-1
4301,459,-1,-1,-1,-1,-1,-1,-1,569,-1,-1,-1,450,-1
4302,136,-1,-1,-1,-1,-1,-1,-1,1108,-1,-1,-1,453,-1
4303,447,-1,-1,-1,-1,-1,-1,-1,665,-1,-1,-1,1536,-1
4304,342,-1,-1,-1,-1,-1,-1,-1,662,-1,-1,-1,284,-1
4305,162,-1,-1,-1,-1,-1,-1,-1,326,-1,-1,-1,832,-1
4306,248,-1,-1,-1,-1,-1,-1,-1,1083,-1,-1,-1,273,-1
4307,218,-1,-1,-1,-1,-1,-1,-1,832,-1,-1,-1,1985,-1
4308,432,-1,-1,-1,-1,-1,-1,-1,1186,-1,-1,-1,2357,-1
4309,467,-1,-1,-1,-1,-1,-1,-1,1110,-1,-1,-1,1357,-1
4310,184,-1,-1,-1,-1,-1,-1,-1,928,-1,-1,-1,1270,-1
4311,298,-1,-1,-1,-1,-1,-1,-1,548,-1,-1,-1,2892,-1
4312,449,-1,-1,-1,-1,-1,-1,-1,416,-1,-1,-1,31,-1
4313,114,-1,-1,-1,-1,-1,-1,-1,1188,-1,-1,-1,2581,-1
4314,279,-1,-1,-1,-1,-1,-1,-1,889,-1,-1,-1,1298,-1
4315,36,-1,-1,-1,-1,-1,-1,-1,198,-1,-1,-1,1221,-1
4316,414,-1,-1,-1,-1,-1,-1,-1,246,-1,-1,-1,1877,-1
4317,174,-1,-1,-1,-1,-1,-1,-1,315,-1,-1,-1,1060,-1
4318,448,-1,-1,-1,-1,-1,-1,-1,1206,-1,-1,-1,2270,-1
4319,395,-1,-1,-1,-1,-1,-1,-1,1074,-1,-1,-1,2967,-1
4320,240,-1,-1,-1,-1,-1,-1,-1,725,-1,-1,-1,689,-1
4321,39,-1,-1,-1,-1,-1,-1,-1,951,-1,-1,-1,325,-1
4322,469,-1,-1,-1,-1,-1,-1,-1,1285,-1,-1,-1,2538,-1
4323,389,-1,-1,-1,-1,-1,-1,-1,317,-1,-1,-1,2711,-1
4324,86,-1,-1,-1,-1,-1,-1,-1,186,-1,-1,-1,624,-1
4325,422,-1,-1,-1,-1,-1,-1,-1,881,-1,-1,-1,948,-1
4326,340,-1,-1,-1,-1,-1,-1,-1,448,-1,-1,-1,1553,-1
4327,126,-1,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,1372,-1
4328,211,-1,-1,-1,-1,-1,-1,-1,1445,-1,-1,-1,220,-1
4329,356,-1,-1,-1,-1,-1,-1,-1,393,-1,-1,-1,400,-1
4330,314,-1,-1,-1,-1,-1,-1,-1,1299,-1,-1,-1,364,-1
4331,408,-1,-1,-1,-1,-1,-1,-1,446,-1,-1,-1,122,-1
4332,251,-1,-1,-1,-1,-1,-1,-1,1362,-1,-1,-1,2106,-1
4333,38,-1,-1,-1,-1,-1,-1,-1,474,-1,-1,-1,2441,-1
4334,273,-1,-1,-1,-1,-1,-1,-1,162,-1,-1,-1,2673,-1
4335,81,-1,-1,-1,-1,-1,-1,-1,743,-1,-1,-1,437,-1
4336,104,-1,-1,-1,-1,-1,-1,-1,1410,-1,-1,-1,323,-1
4337,493,-1,-1,-1,-1,-1,-1,-1,901,-1,-1,-1,2342,-1
4338,246,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,2592,-1
4339,234,-1,-1,-1,-1,-1,-1,-1,517,-1,-1,-1,2518,-1
4340,220,-1,-1,-1,-1,-1,-1,-1,581,-1,-1,-1,811,-1
4341,76,-1,-1,-1,-1,-1,-1,-1,193,-1,-1,-1,1058,-1
4342,362,-1,-1,-1,-1,-1,-1,-1,1486,-1,-1,-1,1590,-1
4343,454,-1,-1,-1,-1,-1,-1,-1,822,-1,-1,-1,2504,-1
4344,363,-1,-1,-1,-1,-1,-1,-1,779,-1,-1,-1,1580,-1
4345,25,-1,-1,-1,-1,-1,-1,-1,502,-1,-1,-1,2188,-1
4346,144,-1,-1,-1,-1,-1,-1,-1,737,-1,-1,-1,447,-1
4347,60,-1,-1,-1,-1,-1,-1,-1,1133,-1,-1,-1,909,-1
4348,224,-1,-1,-1,-1,-1,-1,-1,983,-1,-1,-1,1490,-1
4349,384,-1,-1,-1,-1,-1,-1,-1,680,-1,-1,-1,587,-1
4350,113,-1,-1,-1,-1,-1,-1,-1,1134,-1,-1,-1,863,-1
4351,186,-1,-1,-1,-1,-1,-1,-1,671,-1,-1,-1,2995,-1
4352,67,-1,-1,-1,-1,-1,-1,-1,1132,-1,-1,-1,1595,-1
4353,203,-1,-1,-1,-1,-1,-1,-1,1461,-1,-1,-1,1997,-1
4354,361,-1,-1,-1,-1,-1,-1,-1,938,-1,-1,-1,2602,-1
4355,116,-1,-1,-1,-1,-1,-1,-1,296,-1,-1,-1,3030,-1
4356,23,-1,-1,-1,-1,-1,-1,-1,633,-1,-1,-1,1574,-1
4357,357,-1,-1,-1,-1,-1,-1,-1,1397,-1,-1,-1,1190,-1
4358,368,-1,-1,-1,-1,-1,-1,-1,486,-1,-1,-1,606,-1
4359,420,-1,-1,-1,-1,-1,-1,-1,99,-1,-1,-1,1728,-1
4360,302,-1,-1,-1,-1,-1,-1,-1,157,-1,-1,-1,2918,-1
4361,7,-1,-1,-1,-1,-1,-1,-1,865,-1,-1,-1,2169,-1
4362,271,-1,-1,-1,-1,-1,-1,-1,833,-1,-1,-1,2142,-1
4363,475,-1,-1,-1,-1,-1,-1,-1,579,-1,-1,-1,219,-1
4364,238,-1,-1,-1,-1,-1,-1,-1,1192,-1,-1,-1,2264,-1
4365,1,-1,-1,-1,-1,-1,-1,-1,94,-1,-1,-1,1100,-1
4366,195,-1,-1,-1,-1,-1,-1,-1,1096,-1,-1,-1,896,-1
4367,417,-1,-1,-1,-1,-1,-1,-1,464,-1,-1,-1,2512,-1
4368,128,-1,-1,-1,-1,-1,-1,-1,566,-1,-1,-1,2453,-1
4369,175,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,3034,-1
4370,297,-1,-1,-1,-1,-1,-1,-1,133,-1,-1,-1,1562,-1
4371,443,-1,-1,-1,-1,-1,-1,-1,171,-1,-1,-1,1443,-1
4372,85,-1,-1,-1,-1,-1,-1,-1,1200,-1,-1,-1,174,-1
4373,64,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,2361,-1
4374,284,-1,-1,-1,-1,-1,-1,-1,844,-1,-1,-1,246,-1
4375,54,-1,-1,-1,-1,-1,-1,-1,989,-1,-1,-1,723,-1
4376,138,-1,-1,-1,-1,-1,-1,-1,871,-1,-1,-1,875,-1
4377,118,-1,-1,-1,-1,-1,-1,-1,1384,-1,-1,-1,1466,-1
4378,33,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,-1,1614,-1
4379,22,-1,-1,-1,-1,-1,-1,-1,1228,-1,-1,-1,1140,-1
4380,225,-1,-1,-1,-1,-1,-1,-1,1290,-1,-1,-1,86,-1
4381,366,-1,-1,-1,-1,-1,-1,-1,1010,-1,-1,-1,28,-1
4382,17,-1,-1,-1,-1,-1,-1,-1,910,-1,-1,-1,2562,-1
4383,329,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,-1,999,-1
4384,429,-1,-1,-1,-1,-1,-1,-1,1335,-1,-1,-1,404,-1
4385,154,-1,-1,-1,-1,-1,-1,-1,718,-1,-1,-1,289,-1
4386,421,-1,-1,-1,-1,-1,-1,-1,293,-1,-1,-1,711,-1
4387,301,-1,-1,-1,-1,-1,-1,-1,373,-1,-1,-1,2572,-1
4388,383,-1,-1,-1,-1,-1,-1,-1,807,-1,-1,-1,935,-1
4389,351,-1,-1,-1,-1,-1,-1,-1,1261,-1,-1,-1,2928,-1
4390,197,-1,-1,-1,-1,-1,-1,-1,1450,-1,-1,-1,813,-1
4391,171,-1,-1,-1,-1,-1,-1,-1,896,-1,-1,-1,771,-1
4392,165,-1,-1,-1,-1,-1,-1,-1,756,-1,-1,-1,777,-1
4393,281,-1,-1,-1,-1,-1,-1,-1,728,-1,-1,-1,1359,-1
4394,62,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,1498,-1
4395,260,-1,-1,-1,-1,-1,-1,-1,1035,-1,-1,-1,2824,-1
4396,163,-1,-1,-1,-1,-1,-1,-1,1501,-1,-1,-1,1975,-1
4397,71,-1,-1,-1,-1,-1,-1,-1,608,-1,-1,-1,1761,-1
4398,191,-1,-1,-1,-1,-1,-1,-1,403,-1,-1,-1,2665,-1
4399,336,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,2229,-1
4400,481,-1,-1,-1,-1,-1,-1,-1,920,-1,-1,-1,1550,-1
4401,476,-1,-1,-1,-1,-1,-1,-1,1475,-1,-1,-1,2893,-1
4402,338,-1,-1,-1,-1,-1,-1,-1,972,-1,-1,-1,2079,-1
4403,88,-1,-1,-1,-1,-1,-1,-1,1237,-1,-1,-1,2603,-1
4404,463,-1,-1,-1,-1,-1,-1,-1,571,-1,-1,-1,2867,-1
4405,300,-1,-1,-1,-1,-1,-1,-1,945,-1,-1,-1,1364,-1
4406,3,-1,-1,-1,-1,-1,-1,-1,917,-1,-1,-1,2468,-1
4407,434,-1,-1,-1,-1,-1,-1,-1,1093,-1,-1,-1,1920,-1
4408,80,-1,-1,-1,-1,-1,-1,-1,642,-1,-1,-1,590,-1
4409,142,-1,-1,-1,-1,-1,-1,-1,655,-1,-1,-1,1960,-1
4410,82,-1,-1,-1,-1,-1,-1,-1,476,-1,-1,-1,542,-1
4411,486,-1,-1,-1,-1,-1,-1,-1,684,-1,-1,-1,2919,-1
4412,458,-1,-1,-1,-1,-1,-1,-1,1250,-1,-1,-1,3064,-1
4413,26,-1,-1,-1,-1,-1,-1,-1,710,-1,-1,-1,70,-1
4414,252,-1,-1,-1,-1,-1,-1,-1,730,-1,-1,-1,1263,-1
4415,35,-1,-1,-1,-1,-1,-1,-1,227,-1,-1,-1,1375,-1
4416,119,-1,-1,-1,-1,-1,-1,-1,1531,-1,-1,-1,2620,-1
4417,446,-1,-1,-1,-1,-1,-1,-1,685,-1,-1,-1,1088,-1
4418,282,-1,-1,-1,-1,-1,-1,-1,727,-1,-1,-1,1845,-1
4419,105,-1,-1,-1,-1,-1,-1,-1,1195,-1,-1,-1,677,-1
4420,275,-1,-1,-1,-1,-1,-1,-1,1159,-1,-1,-1,1778,-1
4421,56,-1,-1,-1,-1,-1,-1,-1,559,-1,-1,-1,1367,-1
4422,30,-1,-1,-1,-1,-1,-1,-1,147,-1,-1,-1,2085,-1
4423,232,-1,-1,-1,-1,-1,-1,-1,858,-1,-1,-1,2060,-1
4424,442,-1,-1,-1,-1,-1,-1,-1,330,-1,-1,-1,2202,-1
4425,4,-1,-1,-1,-1,-1,-1,-1,837,-1,-1,-1,172,-1
4426,339,-1,-1,-1,-1,-1,-1,-1,817,-1,-1,-1,143,-1
4427,110,-1,-1,-1,-1,-1,-1,-1,689,-1,-1,-1,1124,-1
4428,480,-1,-1,-1,-1,-1,-1,-1,513,-1,-1,-1,2140,-1
4429,78,-1,-1,-1,-1,-1,-1,-1,1148,-1,-1,-1,2960,-1
4430,164,-1,-1,-1,-1,-1,-1,-1,1151,-1,-1,-1,6,-1
4431,140,-1,-1,-1,-1,-1,-1,-1,1528,-1,-1,-1,1260,-1
4432,262,-1,-1,-1,-1,-1,-1,-1,952,-1,-1,-1,1001,-1
4433,106,-1,-1,-1,-1,-1,-1,-1,677,-1,-1,-1,149,-1
4434,346,-1,-1,-1,-1,-1,-1,-1,491,-1,-1,-1,1382,-1
4435,304,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,1121,-1
4436,247,-1,-1,-1,-1,-1,-1,-1,840,-1,-1,-1,2971,-1
4437,264,-1,-1,-1,-1,-1,-1,-1,1091,-1,-1,-1,2509,-1
4438,79,-1,-1,-1,-1,-1,-1,-1,449,-1,-1,-1,2771,-1
4439,416,-1,-1,-1,-1,-1,-1,-1,585,-1,-1,-1,515,-1
4440,168,-1,-1,-1,-1,-1,-1,-1,1340,-1,-1,-1,3044,-1
4441,96,-1,-1,-1,-1,-1,-1,-1,1360,-1,-1,-1,120,-1
4442,61,-1,-1,-1,-1,-1,-1,-1,802,-1,-1,-1,1095,-1
4443,143,-1,-1,-1,-1,-1,-1,-1,123,-1,-1,-1,1798,-1
4444,59,-1,-1,-1,-1,-1,-1,-1,498,-1,-1,-1,856,-1
4445,0,-1,-1,-1,-1,-1,-1,-1,160,-1,-1,-1,872,-1
4446,194,-1,-1,-1,-1,-1,-1,-1,425,-1,-1,-1,2652,-1
4447,244,-1,-1,-1,-1,-1,-1,-1,799,-1,-1,-1,583,-1
4448,10,-1,-1,-1,-1,-1,-1,-1,1488,-1,-1,-1,2495,-1
4449,258,-1,-1,-1,-1,-1,-1,-1,600,-1,-1,-1,1134,-1
4450,270,-1,-1,-1,-1,-1,-1,-1,565,-1,-1,-1,175,-1
4451,296,-1,-1,-1,-1,-1,-1,-1,1514,-1,-1,-1,1581,-1
4452,122,-1,-1,-1,-1,-1,-1,-1,1248,-1,-1,-1,582,-1
4453,167,-1,-1,-1,-1,-1,-1,-1,1417,-1,-1,-1,2380,-1
4454,73,-1,-1,-1,-1,-1,-1,-1,544,-1,-1,-1,2595,-1
4455,91,-1,-1,-1,-1,-1,-1,-1,1398,-1,-1,-1,1933,-1
4456,137,-1,-1,-1,-1,-1,-1,-1,1001,-1,-1,-1,866,-1
4457,44,-1,-1,-1,-1,-1,-1,-1,394,-1,-1,-1,2274,-1
4458,371,-1,-1,-1,-1,-1,-1,-1,856,-1,-1,-1,1551,-1
4459,20,-1,-1,-1,-1,-1,-1,-1,1489,-1,-1,-1,1591,-1
4460,236,-1,-1,-1,-1,-1,-1,-1,772,-1,-1,-1,118,-1
4461,75,-1,-1,-1,-1,-1,-1,-1,597,-1,-1,-1,1783,-1
4462,348,-1,-1,-1,-1,-1,-1,-1,269,-1,-1,-1,2207,-1
4463,321,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,904,-1
4464,280,-1,-1,-1,-1,-1,-1,-1,705,-1,-1,-1,683,-1
4465,19,-1,-1,-1,-1,-1,-1,-1,948,-1,-1,-1,867,-1
4466,441,-1,-1,-1,-1,-1,-1,-1,139,-1,-1,-1,2000,-1
4467,123,-1,-1,-1,-1,-1,-1,-1,603,-1,-1,-1,1370,-1
4468,494,-1,-1,-1,-1,-1,-1,-1,183,-1,-1,-1,1563,-1
4469,308,-1,-1,-1,-1,-1,-1,-1,370,-1,-1,-1,369,-1
4470,24,-1,-1,-1,-1,-1,-1,-1,348,-1,-1,-1,2222,-1
4471,310,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,2371,-1
4472,228,-1,-1,-1,-1,-1,-1,-1,442,-1,-1,-1,1105,-1
4473,158,-1,-1,-1,-1,-1,-1,-1,261,-1,-1,-1,2393,-1
4474,100,-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,77,-1
4475,378,-1,-1,-1,-1,-1,-1,-1,1388,-1,-1,-1,171,-1
4476,411,-1,-1,-1,-1,-1,-1,-1,117,-1,-1,-1,2839,-1
4477,327,-1,-1,-1,-1,-1,-1,-1,739,-1,-1,-1,2052,-1
4478,41,-1,-1,-1,-1,-1,-1,-1,503,-1,-1,-1,59,-1
4479,287,-1,-1,-1,-1,-1,-1,-1,897,-1,-1,-1,1030,-1
4480,343,-1,-1,-1,-1,-1,-1,-1,122,-1,-1,-1,902,-1
4481,397,-1,-1,-1,-1,-1,-1,-1,823,-1,-1,-1,1050,-1
4482,317,-1,-1,-1,-1,-1,-1,-1,144,-1,-1,-1,1565,-1
4483,431,-1,-1,-1,-1,-1,-1,-1,1521,-1,-1,-1,708,-1
4484,147,-1,-1,-1,-1,-1,-1,-1,604,-1,-1,-1,1415,-1
4485,472,-1,-1,-1,-1,-1,-1,-1,436,-1,-1,-1,205,-1
4486,185,-1,-1,-1,-1,-1,-1,-1,1084,-1,-1,-1,1633,-1
4487,243,-1,-1,-1,-1,-1,-1,-1,1391,-1,-1,-1,1604,-1
4488,217,-1,-1,-1,-1,-1,-1,-1,1310,-1,-1,-1,638,-1
4489,202,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,2067,-1
4490,291,-1,-1,-1,-1,-1,-1,-1,472,-1,-1,-1,1730,-1
4491,102,-1,-1,-1,-1,-1,-1,-1,233,-1,-1,-1,2822,-1
4492,34,-1,-1,-1,-1,-1,-1,-1,437,-1,-1,-1,460,-1
4493,391,-1,-1,-1,-1,-1,-1,-1,784,-1,-1,-1,2460,-1
4494,127,-1,-1,-1,-1,-1,-1,-1,552,-1,-1,-1,2461,-1
4495,83,-1,-1,-1,-1,-1,-1,-1,223,-1,-1,-1,302,-1
4496,354,-1,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,580,-1
4497,370,-1,-1,-1,-1,-1,-1,-1,1389,-1,-1,-1,319,-1
4498,294,-1,-1,-1,-1,-1,-1,-1,1529,-1,-1,-1,1592,-1
4499,223,-1,-1,-1,-1,-1,-1,-1,1246,-1,-1,-1,801,-1
4500,208,-1,-1,-1,-1,-1,-1,-1,1351,-1,-1,-1,2418,-1
4501,101,-1,-1,-1,-1,-1,-1,-1,305,-1,-1,-1,347,-1
4502,492,-1,-1,-1,-1,-1,-1,-1,1508,-1,-1,-1,1501,-1
4503,385,-1,-1,-1,-1,-1,-1,-1,888,-1,-1,-1,39,-1
4504,65,-1,-1,-1,-1,-1,-1,-1,1121,-1,-1,-1,2988,-1
4505,290,-1,-1,-1,-1,-1,-1,-1,452,-1,-1,-1,62,-1
4506,444,-1,-1,-1,-1,-1,-1,-1,766,-1,-1,-1,1983,-1
4507,332,-1,-1,-1,-1,-1,-1,-1,834,-1,-1,-1,2531,-1
4508,32,-1,-1,-1,-1,-1,-1,-1,935,-1,-1,-1,1928,-1
4509,466,-1,-1,-1,-1,-1,-1,-1,1347,-1,-1,-1,2908,-1
4510,412,-1,-1,-1,-1,-1,-1,-1,1140,-1,-1,-1,476,-1
4511,254,-1,-1,-1,-1,-1,-1,-1,988,-1,-1,-1,956,-1
4512,396,-1,-1,-1,-1,-1,-1,-1,136,-1,-1,-1,2254,-1
4513,428,-1,-1,-1,-1,-1,-1,-1,1191,-1,-1,-1,1017,-1
4514,406,-1,-1,-1,-1,-1,-1,-1,867,-1,-1,-1,2747,-1
4515,74,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,2324,-1
4516,335,-1,-1,-1,-1,-1,-1,-1,969,-1,-1,-1,2402,-1
4517,170,-1,-1,-1,-1,-1,-1,-1,107,-1,-1,-1,558,-1
4518,400,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,1361,-1
4519,190,-1,-1,-1,-1,-1,-1,-1,1169,-1,-1,-1,1312,-1
4520,496,-1,-1,-1,-1,-1,-1,-1,791,-1,-1,-1,3062,-1
4521,129,-1,-1,-1,-1,-1,-1,-1,1424,-1,-1,-1,1880,-1
4522,57,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,1515,-1
4523,109,-1,-1,-1,-1,-1,-1,-1,1124,-1,-1,-1,10,-1
4524,369,-1,-1,-1,-1,-1,-1,-1,621,-1,-1,-1,837,-1
4525,328,-1,-1,-1,-1,-1,-1,-1,1161,-1,-1,-1,1579,-1
4526,261,-1,-1,-1,-1,-1,-1,-1,391,-1,-1,-1,1206,-1
4527,418,-1,-1,-1,-1,-1,-1,-1,997,-1,-1,-1,190,-1
4528,237,-1,-1,-1,-1,-1,-1,-1,1120,-1,-1,-1,671,-1
4529,219,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,950,-1
4530,221,-1,-1,-1,-1,-1,-1,-1,271,-1,-1,-1,2619,-1
4531,95,-1,-1,-1,-1,-1,-1,-1,426,-1,-1,-1,1160,-1
4532,160,-1,-1,-1,-1,-1,-1,-1,418,-1,-1,-1,1365,-1
4533,192,-1,-1,-1,-1,-1,-1,-1,732,-1,-1,-1,2866,-1
4534,377,-1,-1,-1,-1,-1,-1,-1,1319,-1,-1,-1,2734,-1
4535,255,-1,-1,-1,-1,-1,-1,-1,861,-1,-1,-1,423,-1
4536,344,-1,-1,-1,-1,-1,-1,-1,460,-1,-1,-1,1878,-1
4537,375,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,3,-1
4538,107,-1,-1,-1,-1,-1,-1,-1,563,-1,-1,-1,651,-1
4539,68,-1,-1,-1,-1,-1,-1,-1,1060,-1,-1,-1,2678,-1
4540,201,-1,-1,-1,-1,-1,-1,-1,723,-1,-1,-1,2025,-1
4541,483,-1,-1,-1,-1,-1,-1,-1,128,-1,-1,-1,2861,-1
4542,5,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,1389,-1
4543,330,-1,-1,-1,-1,-1,-1,-1,1490,-1,-1,-1,33,-1
4544,169,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,525,-1
4545,180,-1,-1,-1,-1,-1,-1,-1,430,-1,-1,-1,2305,-1
4546,222,-1,-1,-1,-1,-1,-1,-1,1189,-1,-1,-1,2781,-1
4547,479,-1,-1,-1,-1,-1,-1,-1,576,-1,-1,-1,1750,-1
4548,239,-1,-1,-1,-1,-1,-1,-1,977,-1,-1,-1,2503,-1
4549,8,-1,-1,-1,-1,-1,-1,-1,340,-1,-1,-1,954,-1
4550,439,-1,-1,-1,-1,-1,-1,-1,463,-1,-1,-1,2066,-1
4551,226,-1,-1,-1,-1,-1,-1,-1,914,-1,-1,-1,1019,-1
4552,276,-1,-1,-1,-1,-1,-1,-1,306,-1,-1,-1,340,-1
4553,155,-1,-1,-1,-1,-1,-1,-1,1077,-1,-1,-1,650,-1
4554,29,-1,-1,-1,-1,-1,-1,-1,344,-1,-1,-1,2507,-1
4555,37,-1,-1,-1,-1,-1,-1,-1,349,-1,-1,-1,2256,-1
4556,352,-1,-1,-1,-1,-1,-1,-1,599,-1,-1,-1,2096,-1
4557,245,-1,-1,-1,-1,-1,-1,-1,767,-1,-1,-1,2045,-1
4558,390,-1,-1,-1,-1,-1,-1,-1,777,-1,-1,-1,2423,-1
4559,188,-1,-1,-1,-1,-1,-1,-1,890,-1,-1,-1,1180,-1
4560,433,-1,-1,-1,-1,-1,-1,-1,789,-1,-1,-1,435,-1
4561,99,-1,-1,-1,-1,-1,-1,-1,609,-1,-1,-1,228,-1
4562,456,-1,-1,-1,-1,-1,-1,-1,956,-1,-1,-1,1875,-1
4563,172,-1,-1,-1,-1,-1,-1,-1,562,-1,-1,-1,1489,-1
4564,461,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,952,-1
4565,213,-1,-1,-1,-1,-1,-1,-1,1165,-1,-1,-1,1704,-1
4566,6,-1,-1,-1,-1,-1,-1,-1,615,-1,-1,-1,2349,-1
4567,403,-1,-1,-1,-1,-1,-1,-1,618,-1,-1,-1,483,-1
4568,206,-1,-1,-1,-1,-1,-1,-1,987,-1,-1,-1,1791,-1
4569,488,-1,-1,-1,-1,-1,-1,-1,726,-1,-1,-1,1544,-1
4570,50,-1,-1,-1,-1,-1,-1,-1,1370,-1,-1,-1,555,-1
4571,331,-1,-1,-1,-1,-1,-1,-1,924,-1,-1,-1,487,-1
4572,393,-1,-1,-1,-1,-1,-1,-1,504,-1,-1,-1,3084,-1
4573,97,-1,-1,-1,-1,-1,-1,-1,916,-1,-1,-1,2769,-1
4574,108,-1,-1,-1,-1,-1,-1,-1,878,-1,-1,-1,1616,-1
4575,355,-1,-1,-1,-1,-1,-1,-1,588,-1,-1,-1,797,-1
4576,58,-1,-1,-1,-1,-1,-1,-1,794,-1,-1,-1,2765,-1
4577,149,-1,-1,-1,-1,-1,-1,-1,414,-1,-1,-1,2470,-1
4578,376,-1,-1,-1,-1,-1,-1,-1,1289,-1,-1,-1,2554,-1
4579,360,-1,-1,-1,-1,-1,-1,-1,1345,-1,-1,-1,1870,-1
4580,27,-1,-1,-1,-1,-1,-1,-1,467,-1,-1,-1,1428,-1
4581,103,-1,-1,-1,-1,-1,-1,-1,1387,-1,-1,-1,736,-1
4582,200,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,1619,-1
4583,283,-1,-1,-1,-1,-1,-1,-1,321,-1,-1,-1,371,-1
4584,404,-1,-1,-1,-1,-1,-1,-1,1405,-1,-1,-1,2934,-1
4585,495,-1,-1,-1,-1,-1,-1,-1,628,-1,-1,-1,3073,-1
4586,380,-1,-1,-1,-1,-1,-1,-1,694,-1,-1,-1,2519,-1
4587,157,-1,-1,-1,-1,-1,-1,-1,668,-1,-1,-1,396,-1
4588,133,-1,-1,-1,-1,-1,-1,-1,1069,-1,-1,-1,2842,-1
4589,121,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2930,-1
4590,148,-1,-1,-1,-1,-1,-1,-1,800,-1,-1,-1,1494,-1
4591,333,-1,-1,-1,-1,-1,-1,-1,461,-1,-1,-1,492,-1
4592,405,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,418,-1
4593,117,-1,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,2904,-1
4594,292,-1,-1,-1,-1,-1,-1,-1,913,-1,-1,-1,1016,-1
4595,415,-1,-1,-1,-1,-1,-1,-1,755,-1,-1,-1,2053,-1
4596,145,-1,-1,-1,-1,-1,-1,-1,714,-1,-1,-1,2933,-1
4597,453,-1,-1,-1,-1,-1,-1,-1,532,-1,-1,-1,1116,-1
4598,92,-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,1601,-1
4599,63,-1,-1,-1,-1,-1,-1,-1,312,-1,-1,-1,699,-1
4600,189,-1,-1,-1,-1,-1,-1,-1,215,-1,-1,-1,2206,-1
