,urls,proc_pid,udp,tcp,hosts,requests,domains,proc,file_created,dll_loaded,regkey_opened,command_line,regkey_read,regkey_written
1312,191,-1,-1,-1,-1,-1,-1,-1,403,-1,-1,-1,2665,-1
1313,336,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,2229,-1
1314,481,-1,-1,-1,-1,-1,-1,-1,920,-1,-1,-1,1550,-1
1315,476,-1,-1,-1,-1,-1,-1,-1,1475,-1,-1,-1,2893,-1
1316,338,-1,-1,-1,-1,-1,-1,-1,972,-1,-1,-1,2079,-1
1317,88,-1,-1,-1,-1,-1,-1,-1,1237,-1,-1,-1,2603,-1
1318,463,-1,-1,-1,-1,-1,-1,-1,571,-1,-1,-1,2867,-1
1319,300,-1,-1,-1,-1,-1,-1,-1,945,-1,-1,-1,1364,-1
1320,3,-1,-1,-1,-1,-1,-1,-1,917,-1,-1,-1,2468,-1
1321,434,-1,-1,-1,-1,-1,-1,-1,1093,-1,-1,-1,1920,-1
1322,80,-1,-1,-1,-1,-1,-1,-1,642,-1,-1,-1,590,-1
1323,142,-1,-1,-1,-1,-1,-1,-1,655,-1,-1,-1,1960,-1
1324,82,-1,-1,-1,-1,-1,-1,-1,476,-1,-1,-1,542,-1
1325,486,-1,-1,-1,-1,-1,-1,-1,684,-1,-1,-1,2919,-1
1326,458,-1,-1,-1,-1,-1,-1,-1,1250,-1,-1,-1,3064,-1
1327,26,-1,-1,-1,-1,-1,-1,-1,710,-1,-1,-1,70,-1
1328,252,-1,-1,-1,-1,-1,-1,-1,730,-1,-1,-1,1263,-1
1329,35,-1,-1,-1,-1,-1,-1,-1,227,-1,-1,-1,1375,-1
1330,119,-1,-1,-1,-1,-1,-1,-1,1531,-1,-1,-1,2620,-1
1331,446,-1,-1,-1,-1,-1,-1,-1,685,-1,-1,-1,1088,-1
1332,282,-1,-1,-1,-1,-1,-1,-1,727,-1,-1,-1,1845,-1
1333,105,-1,-1,-1,-1,-1,-1,-1,1195,-1,-1,-1,677,-1
1334,275,-1,-1,-1,-1,-1,-1,-1,1159,-1,-1,-1,1778,-1
1335,56,-1,-1,-1,-1,-1,-1,-1,559,-1,-1,-1,1367,-1
1336,30,-1,-1,-1,-1,-1,-1,-1,147,-1,-1,-1,2085,-1
1337,232,-1,-1,-1,-1,-1,-1,-1,858,-1,-1,-1,2060,-1
1338,442,-1,-1,-1,-1,-1,-1,-1,330,-1,-1,-1,2202,-1
1339,4,-1,-1,-1,-1,-1,-1,-1,837,-1,-1,-1,172,-1
1340,339,-1,-1,-1,-1,-1,-1,-1,817,-1,-1,-1,143,-1
1341,110,-1,-1,-1,-1,-1,-1,-1,689,-1,-1,-1,1124,-1
1342,480,-1,-1,-1,-1,-1,-1,-1,513,-1,-1,-1,2140,-1
1343,78,-1,-1,-1,-1,-1,-1,-1,1148,-1,-1,-1,2960,-1
1344,164,-1,-1,-1,-1,-1,-1,-1,1151,-1,-1,-1,6,-1
1345,140,-1,-1,-1,-1,-1,-1,-1,1528,-1,-1,-1,1260,-1
1346,262,-1,-1,-1,-1,-1,-1,-1,952,-1,-1,-1,1001,-1
1347,106,-1,-1,-1,-1,-1,-1,-1,677,-1,-1,-1,149,-1
1348,346,-1,-1,-1,-1,-1,-1,-1,491,-1,-1,-1,1382,-1
1349,304,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,1121,-1
1350,247,-1,-1,-1,-1,-1,-1,-1,840,-1,-1,-1,2971,-1
1351,264,-1,-1,-1,-1,-1,-1,-1,1091,-1,-1,-1,2509,-1
1352,79,-1,-1,-1,-1,-1,-1,-1,449,-1,-1,-1,2771,-1
1353,416,-1,-1,-1,-1,-1,-1,-1,585,-1,-1,-1,515,-1
1354,168,-1,-1,-1,-1,-1,-1,-1,1340,-1,-1,-1,3044,-1
1355,96,-1,-1,-1,-1,-1,-1,-1,1360,-1,-1,-1,120,-1
1356,61,-1,-1,-1,-1,-1,-1,-1,802,-1,-1,-1,1095,-1
1357,143,-1,-1,-1,-1,-1,-1,-1,123,-1,-1,-1,1798,-1
1358,59,-1,-1,-1,-1,-1,-1,-1,498,-1,-1,-1,856,-1
1359,0,-1,-1,-1,-1,-1,-1,-1,160,-1,-1,-1,872,-1
1360,194,-1,-1,-1,-1,-1,-1,-1,425,-1,-1,-1,2652,-1
1361,244,-1,-1,-1,-1,-1,-1,-1,799,-1,-1,-1,583,-1
1362,10,-1,-1,-1,-1,-1,-1,-1,1488,-1,-1,-1,2495,-1
1363,258,-1,-1,-1,-1,-1,-1,-1,600,-1,-1,-1,1134,-1
1364,270,-1,-1,-1,-1,-1,-1,-1,565,-1,-1,-1,175,-1
1365,296,-1,-1,-1,-1,-1,-1,-1,1514,-1,-1,-1,1581,-1
1366,122,-1,-1,-1,-1,-1,-1,-1,1248,-1,-1,-1,582,-1
1367,167,-1,-1,-1,-1,-1,-1,-1,1417,-1,-1,-1,2380,-1
1368,73,-1,-1,-1,-1,-1,-1,-1,544,-1,-1,-1,2595,-1
1369,91,-1,-1,-1,-1,-1,-1,-1,1398,-1,-1,-1,1933,-1
1370,137,-1,-1,-1,-1,-1,-1,-1,1001,-1,-1,-1,866,-1
1371,44,-1,-1,-1,-1,-1,-1,-1,394,-1,-1,-1,2274,-1
1372,371,-1,-1,-1,-1,-1,-1,-1,856,-1,-1,-1,1551,-1
1373,20,-1,-1,-1,-1,-1,-1,-1,1489,-1,-1,-1,1591,-1
1374,236,-1,-1,-1,-1,-1,-1,-1,772,-1,-1,-1,118,-1
1375,75,-1,-1,-1,-1,-1,-1,-1,597,-1,-1,-1,1783,-1
1376,348,-1,-1,-1,-1,-1,-1,-1,269,-1,-1,-1,2207,-1
1377,321,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,904,-1
1378,280,-1,-1,-1,-1,-1,-1,-1,705,-1,-1,-1,683,-1
1379,19,-1,-1,-1,-1,-1,-1,-1,948,-1,-1,-1,867,-1
1380,441,-1,-1,-1,-1,-1,-1,-1,139,-1,-1,-1,2000,-1
1381,123,-1,-1,-1,-1,-1,-1,-1,603,-1,-1,-1,1370,-1
1382,494,-1,-1,-1,-1,-1,-1,-1,183,-1,-1,-1,1563,-1
1383,308,-1,-1,-1,-1,-1,-1,-1,370,-1,-1,-1,369,-1
1384,24,-1,-1,-1,-1,-1,-1,-1,348,-1,-1,-1,2222,-1
1385,310,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,2371,-1
1386,228,-1,-1,-1,-1,-1,-1,-1,442,-1,-1,-1,1105,-1
1387,158,-1,-1,-1,-1,-1,-1,-1,261,-1,-1,-1,2393,-1
1388,100,-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,77,-1
1389,378,-1,-1,-1,-1,-1,-1,-1,1388,-1,-1,-1,171,-1
1390,411,-1,-1,-1,-1,-1,-1,-1,117,-1,-1,-1,2839,-1
1391,327,-1,-1,-1,-1,-1,-1,-1,739,-1,-1,-1,2052,-1
1392,41,-1,-1,-1,-1,-1,-1,-1,503,-1,-1,-1,59,-1
1393,287,-1,-1,-1,-1,-1,-1,-1,897,-1,-1,-1,1030,-1
1394,343,-1,-1,-1,-1,-1,-1,-1,122,-1,-1,-1,902,-1
1395,397,-1,-1,-1,-1,-1,-1,-1,823,-1,-1,-1,1050,-1
1396,317,-1,-1,-1,-1,-1,-1,-1,144,-1,-1,-1,1565,-1
1397,431,-1,-1,-1,-1,-1,-1,-1,1521,-1,-1,-1,708,-1
1398,147,-1,-1,-1,-1,-1,-1,-1,604,-1,-1,-1,1415,-1
1399,472,-1,-1,-1,-1,-1,-1,-1,436,-1,-1,-1,205,-1
1400,185,-1,-1,-1,-1,-1,-1,-1,1084,-1,-1,-1,1633,-1
1401,243,-1,-1,-1,-1,-1,-1,-1,1391,-1,-1,-1,1604,-1
1402,217,-1,-1,-1,-1,-1,-1,-1,1310,-1,-1,-1,638,-1
1403,202,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,2067,-1
1404,291,-1,-1,-1,-1,-1,-1,-1,472,-1,-1,-1,1730,-1
1405,102,-1,-1,-1,-1,-1,-1,-1,233,-1,-1,-1,2822,-1
1406,34,-1,-1,-1,-1,-1,-1,-1,437,-1,-1,-1,460,-1
1407,391,-1,-1,-1,-1,-1,-1,-1,784,-1,-1,-1,2460,-1
1408,127,-1,-1,-1,-1,-1,-1,-1,552,-1,-1,-1,2461,-1
1409,83,-1,-1,-1,-1,-1,-1,-1,223,-1,-1,-1,302,-1
1410,354,-1,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,580,-1
1411,370,-1,-1,-1,-1,-1,-1,-1,1389,-1,-1,-1,319,-1
1412,294,-1,-1,-1,-1,-1,-1,-1,1529,-1,-1,-1,1592,-1
1413,223,-1,-1,-1,-1,-1,-1,-1,1246,-1,-1,-1,801,-1
1414,208,-1,-1,-1,-1,-1,-1,-1,1351,-1,-1,-1,2418,-1
1415,101,-1,-1,-1,-1,-1,-1,-1,305,-1,-1,-1,347,-1
1416,492,-1,-1,-1,-1,-1,-1,-1,1508,-1,-1,-1,1501,-1
1417,385,-1,-1,-1,-1,-1,-1,-1,888,-1,-1,-1,39,-1
1418,65,-1,-1,-1,-1,-1,-1,-1,1121,-1,-1,-1,2988,-1
1419,290,-1,-1,-1,-1,-1,-1,-1,452,-1,-1,-1,62,-1
1420,444,-1,-1,-1,-1,-1,-1,-1,766,-1,-1,-1,1983,-1
1421,332,-1,-1,-1,-1,-1,-1,-1,834,-1,-1,-1,2531,-1
1422,32,-1,-1,-1,-1,-1,-1,-1,935,-1,-1,-1,1928,-1
1423,466,-1,-1,-1,-1,-1,-1,-1,1347,-1,-1,-1,2908,-1
1424,412,-1,-1,-1,-1,-1,-1,-1,1140,-1,-1,-1,476,-1
1425,254,-1,-1,-1,-1,-1,-1,-1,988,-1,-1,-1,956,-1
1426,396,-1,-1,-1,-1,-1,-1,-1,136,-1,-1,-1,2254,-1
1427,428,-1,-1,-1,-1,-1,-1,-1,1191,-1,-1,-1,1017,-1
1428,406,-1,-1,-1,-1,-1,-1,-1,867,-1,-1,-1,2747,-1
1429,74,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,2324,-1
1430,335,-1,-1,-1,-1,-1,-1,-1,969,-1,-1,-1,2402,-1
1431,170,-1,-1,-1,-1,-1,-1,-1,107,-1,-1,-1,558,-1
1432,400,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,1361,-1
1433,190,-1,-1,-1,-1,-1,-1,-1,1169,-1,-1,-1,1312,-1
1434,496,-1,-1,-1,-1,-1,-1,-1,791,-1,-1,-1,3062,-1
1435,129,-1,-1,-1,-1,-1,-1,-1,1424,-1,-1,-1,1880,-1
1436,57,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,1515,-1
1437,109,-1,-1,-1,-1,-1,-1,-1,1124,-1,-1,-1,10,-1
1438,369,-1,-1,-1,-1,-1,-1,-1,621,-1,-1,-1,837,-1
1439,328,-1,-1,-1,-1,-1,-1,-1,1161,-1,-1,-1,1579,-1
1440,261,-1,-1,-1,-1,-1,-1,-1,391,-1,-1,-1,1206,-1
1441,418,-1,-1,-1,-1,-1,-1,-1,997,-1,-1,-1,190,-1
1442,237,-1,-1,-1,-1,-1,-1,-1,1120,-1,-1,-1,671,-1
1443,219,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,950,-1
1444,221,-1,-1,-1,-1,-1,-1,-1,271,-1,-1,-1,2619,-1
1445,95,-1,-1,-1,-1,-1,-1,-1,426,-1,-1,-1,1160,-1
1446,160,-1,-1,-1,-1,-1,-1,-1,418,-1,-1,-1,1365,-1
1447,192,-1,-1,-1,-1,-1,-1,-1,732,-1,-1,-1,2866,-1
1448,377,-1,-1,-1,-1,-1,-1,-1,1319,-1,-1,-1,2734,-1
1449,255,-1,-1,-1,-1,-1,-1,-1,861,-1,-1,-1,423,-1
1450,344,-1,-1,-1,-1,-1,-1,-1,460,-1,-1,-1,1878,-1
1451,375,-1,-1,-1,-1,-1,-1,-1,323,-1,-1,-1,3,-1
1452,107,-1,-1,-1,-1,-1,-1,-1,563,-1,-1,-1,651,-1
1453,68,-1,-1,-1,-1,-1,-1,-1,1060,-1,-1,-1,2678,-1
1454,201,-1,-1,-1,-1,-1,-1,-1,723,-1,-1,-1,2025,-1
1455,483,-1,-1,-1,-1,-1,-1,-1,128,-1,-1,-1,2861,-1
1456,5,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,1389,-1
1457,330,-1,-1,-1,-1,-1,-1,-1,1490,-1,-1,-1,33,-1
1458,169,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,525,-1
1459,180,-1,-1,-1,-1,-1,-1,-1,430,-1,-1,-1,2305,-1
1460,222,-1,-1,-1,-1,-1,-1,-1,1189,-1,-1,-1,2781,-1
1461,479,-1,-1,-1,-1,-1,-1,-1,576,-1,-1,-1,1750,-1
1462,239,-1,-1,-1,-1,-1,-1,-1,977,-1,-1,-1,2503,-1
1463,8,-1,-1,-1,-1,-1,-1,-1,340,-1,-1,-1,954,-1
1464,439,-1,-1,-1,-1,-1,-1,-1,463,-1,-1,-1,2066,-1
1465,226,-1,-1,-1,-1,-1,-1,-1,914,-1,-1,-1,1019,-1
1466,276,-1,-1,-1,-1,-1,-1,-1,306,-1,-1,-1,340,-1
1467,155,-1,-1,-1,-1,-1,-1,-1,1077,-1,-1,-1,650,-1
1468,29,-1,-1,-1,-1,-1,-1,-1,344,-1,-1,-1,2507,-1
1469,37,-1,-1,-1,-1,-1,-1,-1,349,-1,-1,-1,2256,-1
1470,352,-1,-1,-1,-1,-1,-1,-1,599,-1,-1,-1,2096,-1
1471,245,-1,-1,-1,-1,-1,-1,-1,767,-1,-1,-1,2045,-1
1472,390,-1,-1,-1,-1,-1,-1,-1,777,-1,-1,-1,2423,-1
1473,188,-1,-1,-1,-1,-1,-1,-1,890,-1,-1,-1,1180,-1
1474,433,-1,-1,-1,-1,-1,-1,-1,789,-1,-1,-1,435,-1
1475,99,-1,-1,-1,-1,-1,-1,-1,609,-1,-1,-1,228,-1
1476,456,-1,-1,-1,-1,-1,-1,-1,956,-1,-1,-1,1875,-1
1477,172,-1,-1,-1,-1,-1,-1,-1,562,-1,-1,-1,1489,-1
1478,461,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,952,-1
1479,213,-1,-1,-1,-1,-1,-1,-1,1165,-1,-1,-1,1704,-1
1480,6,-1,-1,-1,-1,-1,-1,-1,615,-1,-1,-1,2349,-1
1481,403,-1,-1,-1,-1,-1,-1,-1,618,-1,-1,-1,483,-1
1482,206,-1,-1,-1,-1,-1,-1,-1,987,-1,-1,-1,1791,-1
1483,488,-1,-1,-1,-1,-1,-1,-1,726,-1,-1,-1,1544,-1
1484,50,-1,-1,-1,-1,-1,-1,-1,1370,-1,-1,-1,555,-1
1485,331,-1,-1,-1,-1,-1,-1,-1,924,-1,-1,-1,487,-1
1486,393,-1,-1,-1,-1,-1,-1,-1,504,-1,-1,-1,3084,-1
1487,97,-1,-1,-1,-1,-1,-1,-1,916,-1,-1,-1,2769,-1
1488,108,-1,-1,-1,-1,-1,-1,-1,878,-1,-1,-1,1616,-1
1489,355,-1,-1,-1,-1,-1,-1,-1,588,-1,-1,-1,797,-1
1490,58,-1,-1,-1,-1,-1,-1,-1,794,-1,-1,-1,2765,-1
1491,149,-1,-1,-1,-1,-1,-1,-1,414,-1,-1,-1,2470,-1
1492,376,-1,-1,-1,-1,-1,-1,-1,1289,-1,-1,-1,2554,-1
1493,360,-1,-1,-1,-1,-1,-1,-1,1345,-1,-1,-1,1870,-1
1494,27,-1,-1,-1,-1,-1,-1,-1,467,-1,-1,-1,1428,-1
1495,103,-1,-1,-1,-1,-1,-1,-1,1387,-1,-1,-1,736,-1
1496,200,-1,-1,-1,-1,-1,-1,-1,334,-1,-1,-1,1619,-1
1497,283,-1,-1,-1,-1,-1,-1,-1,321,-1,-1,-1,371,-1
1498,404,-1,-1,-1,-1,-1,-1,-1,1405,-1,-1,-1,2934,-1
1499,495,-1,-1,-1,-1,-1,-1,-1,628,-1,-1,-1,3073,-1
1500,380,-1,-1,-1,-1,-1,-1,-1,694,-1,-1,-1,2519,-1
1501,157,-1,-1,-1,-1,-1,-1,-1,668,-1,-1,-1,396,-1
1502,133,-1,-1,-1,-1,-1,-1,-1,1069,-1,-1,-1,2842,-1
1503,121,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2930,-1
1504,148,-1,-1,-1,-1,-1,-1,-1,800,-1,-1,-1,1494,-1
1505,333,-1,-1,-1,-1,-1,-1,-1,461,-1,-1,-1,492,-1
1506,405,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,418,-1
1507,117,-1,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,2904,-1
1508,292,-1,-1,-1,-1,-1,-1,-1,913,-1,-1,-1,1016,-1
1509,415,-1,-1,-1,-1,-1,-1,-1,755,-1,-1,-1,2053,-1
1510,145,-1,-1,-1,-1,-1,-1,-1,714,-1,-1,-1,2933,-1
1511,453,-1,-1,-1,-1,-1,-1,-1,532,-1,-1,-1,1116,-1
1512,92,-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,1601,-1
1513,63,-1,-1,-1,-1,-1,-1,-1,312,-1,-1,-1,699,-1
1514,189,-1,-1,-1,-1,-1,-1,-1,215,-1,-1,-1,2206,-1
1515,305,-1,-1,-1,-1,-1,-1,-1,1430,-1,-1,-1,1040,-1
1516,72,-1,-1,-1,-1,-1,-1,-1,1365,-1,-1,-1,1268,-1
1517,257,-1,-1,-1,-1,-1,-1,-1,356,-1,-1,-1,2165,-1
1518,423,-1,-1,-1,-1,-1,-1,-1,1231,-1,-1,-1,701,-1
1519,14,-1,-1,-1,-1,-1,-1,-1,433,-1,-1,-1,1802,-1
1520,478,-1,-1,-1,-1,-1,-1,-1,1075,-1,-1,-1,2319,-1
1521,388,-1,-1,-1,-1,-1,-1,-1,380,-1,-1,-1,2055,-1
1522,307,-1,-1,-1,-1,-1,-1,-1,813,-1,-1,-1,998,-1
1523,9,-1,-1,-1,-1,-1,-1,-1,1164,-1,-1,-1,2373,-1
1524,21,-1,-1,-1,-1,-1,-1,-1,1030,-1,-1,-1,373,-1
1525,241,-1,-1,-1,-1,-1,-1,-1,1239,-1,-1,-1,1306,-1
1526,445,-1,-1,-1,-1,-1,-1,-1,1270,-1,-1,-1,2399,-1
1527,235,-1,-1,-1,-1,-1,-1,-1,1474,-1,-1,-1,192,-1
1528,181,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,388,-1
1529,274,-1,-1,-1,-1,-1,-1,-1,1052,-1,-1,-1,1394,-1
1530,31,-1,-1,-1,-1,-1,-1,-1,1002,-1,-1,-1,877,-1
1531,182,-1,-1,-1,-1,-1,-1,-1,161,-1,-1,-1,1896,-1
1532,394,-1,-1,-1,-1,-1,-1,-1,649,-1,-1,-1,2174,-1
1533,199,-1,-1,-1,-1,-1,-1,-1,82,-1,-1,-1,1886,-1
1534,392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3035,-1
1535,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1
1536,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2343,-1
1537,407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,892,-1
1538,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2624,-1
1539,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3045,-1
1540,457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,566,-1
1541,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1908,-1
1542,452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1142,-1
1543,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2238,-1
1544,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,931,-1
1545,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,928,-1
1546,306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1177,-1
1547,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,817,-1
1548,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1658,-1
1549,477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1989,-1
1550,364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,726,-1
1551,497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1782,-1
1552,470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,408,-1
1553,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,299,-1
1554,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1067,-1
1555,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1543,-1
1556,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401,-1
1557,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,393,-1
1558,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,858,-1
1559,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,633,-1
1560,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2704,-1
1561,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1492,-1
1562,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2252,-1
1563,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,889,-1
1564,277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1843,-1
1565,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2143,-1
1566,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2087,-1
1567,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2062,-1
1568,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1131,-1
1569,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1994,-1
1570,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1075,-1
1571,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,810,-1
1572,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1213,-1
1573,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,974,-1
1574,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1217,-1
1575,318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,820,-1
1576,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,-1
1577,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,262,-1
1578,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2205,-1
1579,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2520,-1
1580,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1871,-1
1581,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1740,-1
1582,427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1125,-1
1583,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283,-1
1584,489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3018,-1
1585,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,-1
1586,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,988,-1
1587,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,518,-1
1588,313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1340,-1
1589,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1
1590,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1083,-1
1591,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,643,-1
1592,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1793,-1
1593,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1934,-1
1594,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,444,-1
1595,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2780,-1
1596,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1827,-1
1597,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2714,-1
1598,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2707,-1
1599,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,-1
1600,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,274,-1
1601,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2903,-1
1602,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2812,-1
1603,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2044,-1
1604,468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2797,-1
1605,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2573,-1
1606,399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1222,-1
1607,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,885,-1
1608,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2732,-1
1609,465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2574,-1
1610,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1101,-1
1611,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2799,-1
1612,349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1283,-1
1613,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1020,-1
1614,424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,589,-1
1615,374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1080,-1
1616,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1197,-1
1617,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1593,-1
1618,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2113,-1
1619,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2032,-1
1620,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1430,-1
1621,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,882,-1
1622,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,-1
1623,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,-1
1624,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2383,-1
1625,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,977,-1
1626,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2598,-1
1627,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2072,-1
1628,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1681,-1
1629,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2716,-1
1630,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1424,-1
1631,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1799,-1
1632,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,-1
1633,438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2621,-1
